route_ref,highway_type,lanes,maxspeed_kmh,length_km,midpoint_lat,midpoint_lon
מנחם בגין,motorway,3,80.0,0.213,31.81286,35.21191
מנחם בגין,motorway,2,80.0,0.13,31.81939,35.21276
מנחם בגין,motorway,2,80.0,0.123,31.79089,35.19852
מנחם בגין,motorway,3,80.0,1.092,31.77784,35.19395
מנחם בגין,motorway,2,80.0,0.093,31.72875,35.20011
מנחם בגין,motorway,2,80.0,0.331,31.73067,35.20205
מנחם בגין,motorway,2,80.0,0.523,31.77823,35.19425
מנחם בגין,motorway,3,80.0,0.296,31.7892,35.19983
מנחם בגין,motorway,2,90.0,0.041,31.85759,35.20886
מנחם בגין,motorway,3,80.0,0.48,31.75903,35.19328
מנחם בגין,motorway,3,80.0,0.293,31.76176,35.19379
מנחם בגין,motorway,2,80.0,0.711,31.78295,35.19758
מנחם בגין,motorway,3,80.0,0.661,31.77465,35.1941
מנחם בגין,motorway,3,80.0,0.371,31.76919,35.19483
מנחם בגין,motorway,2,80.0,0.26,31.79953,35.20346
מנחם בגין,motorway,4,80.0,0.279,31.81117,35.21093
מנחם בגין,motorway,3,80.0,0.174,31.80754,35.20755
מנחם בגין,motorway,4,80.0,0.155,31.80882,35.20887
מנחם בגין,motorway,3,80.0,0.614,31.80458,35.20499
מנחם בגין,motorway,3,80.0,0.054,31.75649,35.19204
מנחם בגין,motorway,4,80.0,0.121,31.80971,35.2096
מנחם בגין,motorway,2,80.0,0.239,31.78656,35.20001
מנחם בגין,motorway,3,80.0,0.031,31.74674,35.19276
מנחם בגין,motorway,3,80.0,0.086,31.74732,35.19142
מנחם בגין,motorway,3,80.0,0.27,31.74622,35.19358
מנחם בגין,motorway,3,80.0,0.101,31.80078,35.2048
מנחם בגין,motorway,3,80.0,0.268,31.74502,35.19524
מנחם בגין,motorway,3,80.0,0.051,31.80063,35.20454
מנחם בגין,motorway,3,80.0,0.021,31.80769,35.2079
מנחם בגין,motorway,4,80.0,0.037,31.74695,35.19245
מנחם בגין,motorway,2,90.0,0.357,31.82106,35.21381
מנחם בגין,motorway,2,80.0,0.124,31.8201,35.2131
מנחם בגין,motorway,3,80.0,0.185,31.76402,35.1929
מנחם בגין,motorway,3,80.0,0.184,31.76432,35.19307
מנחם בגין,motorway,3,80.0,0.29,31.76888,35.19498
מנחם בגין,primary,4,,0.15,32.08161,34.79808
מנחם בגין,primary,,,0.017,31.88942,34.83618
מנחם בגין,primary,5,,0.097,32.08152,34.79823
מנחם בגין,primary,3,,0.084,32.08075,34.79684
מנחם בגין,primary,3,,0.102,32.08027,34.79596
מנחם בגין,primary,5,,0.024,32.08109,34.7971
מנחם בגין,primary,4,,0.116,32.082,34.79886
מנחם בגין,primary,,,1.274,31.91116,34.82198
מנחם בגין,primary,4,,0.03,32.08167,34.7985
מנחם בגין,primary,4,,0.128,32.08202,34.79926
מנחם בגין,primary,5,,0.08,32.07994,34.79508
מנחם בגין,primary,,,0.006,31.89134,34.83139
מנחם בגין,primary,,,0.491,31.89015,34.8346
מנחם בגין,primary,,,0.008,31.89122,34.83142
מנחם בגין,primary,,,1.051,31.89352,34.82778
מנחם בגין,primary,,,0.586,31.89265,34.82842
מנחם בגין,primary,,,0.007,31.89894,34.82584
מנחם בגין,primary,,,0.809,31.90308,34.82511
מנחם בגין,primary,,,0.007,31.89885,34.82574
מנחם בגין,primary,,,0.745,31.90334,34.82495
מנחם בגין,primary,,,1.298,31.91122,34.82207
מנחם בגין,primary,,,0.015,31.90624,34.82435
מנחם בגין,primary,,,0.01,31.90604,34.82428
מנחם בגין,primary,5,,0.015,32.08095,34.79686
מנחם בגין,primary,3,,0.03,32.08095,34.79721
מנחם בגין,primary,4,,0.044,32.08232,34.79965
מנחם בגין,primary,4,,0.044,32.08238,34.80013
מנחם בגין,primary,3,,0.014,32.08089,34.7971
מנחם בגין,primary,3,,0.162,32.08038,34.79584
מנחם בגין,primary,,,0.496,31.89024,34.83465
מנחם בגין,primary,,,0.017,31.8893,34.83628
מנחם בגין,primary,,,0.035,31.90613,34.82426
מנחם בגין,primary,,,0.059,31.89934,34.82561
מנחם בגין,primary,,,0.049,31.89845,34.82585
מנחם בגין,primary,,,0.427,31.89711,34.82625
מנחם בגין,primary,3,,0.001,32.08089,34.79711
מנחם בגין,primary,4,,0.017,32.07962,34.79459
מנחם בגין,primary,3,,0.017,32.07951,34.79367
מנחם בגין,primary,3,,0.081,32.07947,34.79417
מנחם בגין,primary,2,,0.198,32.07933,34.79406
מנחם בגין,primary,3,,0.076,32.07965,34.79488
מנחם בגין,trunk,2,90.0,1.753,32.78772,35.50423
מנחם בגין,trunk,2,,0.704,32.79363,35.51787
מנחם בגין,trunk,,,0.332,32.79017,35.51535
מנחם בגין,trunk,2,,0.319,32.79757,35.52249
מנחם בגין,trunk,2,90.0,0.213,32.79844,35.52154
מנחם בגין,trunk,2,,0.009,32.79881,35.52052
מנחם בגין,trunk,2,,0.529,32.79809,35.52173
מנחם בגין,trunk,2,90.0,2.072,32.78736,35.50651
מנחם בגין,trunk,2,90.0,0.511,32.79931,35.51846
מנחם בגין,trunk,2,90.0,0.548,32.79943,35.51839
מנחם בגין,trunk,2,,0.043,32.79059,35.51624
מנחם בגין,trunk,2,90.0,0.735,32.79177,35.5171
מעלה דרגה,primary,2,70.0,0.045,31.73134,35.21954
מעלה דרגה,primary,2,70.0,1.004,31.73161,35.21261
מעלה דרגה,primary,2,50.0,0.037,31.73122,35.21956
מעלה דרגה,primary,2,70.0,0.055,31.73129,35.21885
מעלה דרגה,primary,2,70.0,0.038,31.73118,35.21846
מעלה דרגה,primary,2,70.0,0.632,31.73044,35.21552
מעלה דרגה,primary,2,70.0,0.037,31.73107,35.21852
מעלה דרגה,primary,2,50.0,0.059,31.7312,35.21913
מעלה דרגה,primary,2,30.0,0.267,31.73263,35.21008
מעלה דרגה,primary,2,50.0,0.095,31.73217,35.2117
מעלה דרגה,primary,2,70.0,0.014,31.73229,35.20687
מעלה דרגה,primary,2,50.0,0.201,31.73192,35.20714
מעלה דרגה,primary,2,50.0,0.149,31.7319,35.20753
מעלה דרגה,primary,2,50.0,0.034,31.73222,35.20697
מעלה העצמאות,trunk,,80.0,1.356,30.62132,34.81772
מעלה תמר,trunk,,80.0,0.048,30.98972,35.31008
מעלה תמר,trunk,,80.0,0.598,31.00383,35.27528
מעלה תמר,trunk,,80.0,0.177,31.00127,35.28035
מעלה תמר,trunk,,80.0,4.401,30.9856,35.29821
מעלה תמר,trunk,,80.0,4.71,31.0104,35.25978
מעלה תמר,trunk,,80.0,1.305,31.02256,35.24577
מעקף זמני,primary,2,70.0,0.426,31.98995,34.90846
מעקף זמני,primary,2,70.0,0.384,31.98972,34.9082
מעקף זמני,primary,,,0.321,32.81466,35.0938
מעקף זמני,primary,,,0.325,32.81457,35.09362
מעקף זמני,trunk,1,50.0,0.032,31.46563,35.39557
מעקף זמני,trunk,1,50.0,0.03,31.46558,35.39563
מעקף זמני,trunk,1,50.0,0.074,31.99095,34.90728
מעקף זמני,trunk,2,50.0,0.261,31.9915,34.90634
מעקף זמני,trunk,2,50.0,0.019,31.99152,34.90438
מעקף זמני,trunk,2,70.0,0.018,31.99118,34.9075
מעקף זמני,trunk,2,50.0,0.189,31.99138,34.90638
מעקף זמני,trunk,2,50.0,0.059,31.99148,34.90452
מצרים,trunk,2,50.0,0.31,29.55351,34.95451
מצרים,trunk,,50.0,0.277,29.54817,34.95199
מצרים,trunk,2,50.0,0.31,29.55287,34.95436
מצרים,trunk,,50.0,0.1,29.5496,34.95285
מצרים,trunk,,50.0,0.156,29.55049,34.95328
מצרים,trunk,,50.0,0.277,29.54744,34.95147
מצרים,trunk,1,50.0,0.06,29.55136,34.95377
מצרים,trunk,1,50.0,0.058,29.5514,34.95391
מצרים,trunk,,50.0,0.057,29.5506,34.95351
מרדכי איש שלום,primary,2,50.0,0.853,31.78187,35.18744
מרדכי איש שלום,primary,1,50.0,0.865,31.78209,35.1878
מרדכי איש שלום,primary,2,50.0,0.027,31.78363,35.19125
מרדכי איש שלום,primary,2,50.0,0.043,31.78357,35.19108
מרדכי איש שלום,primary,2,50.0,0.049,31.78367,35.19089
משה,primary,,,0.052,32.76807,35.05052
משה,primary,,,1.989,32.76295,35.0392
משה,primary,,,0.011,32.76841,35.05087
משה,primary,,,0.035,32.76823,35.05077
משה,primary,,,0.363,32.76725,35.04885
משה,primary,,,0.009,32.76582,35.04684
משה,primary,,,1.606,32.76352,35.0383
משה,primary,,,0.038,32.76831,35.0507
משה,primary,,,0.011,32.76832,35.05093
משה,primary,,,0.053,32.7679,35.04995
משה,primary,,,0.012,32.76838,35.05104
משה,primary,,,0.011,32.76835,35.05077
משה סנה,primary,,,0.555,32.12187,34.82505
משה סנה,primary,,,0.025,32.13386,34.83397
משה סנה,primary,,,0.334,32.13697,34.83444
משה סנה,primary,,70.0,0.151,32.13022,34.83012
משה סנה,primary,2,,0.043,32.12406,34.82425
משה סנה,primary,,,0.458,32.13271,34.83239
משה סנה,primary,,,0.045,32.135,34.83345
משה סנה,primary,,,0.377,32.13257,34.83187
משה סנה,primary,2,,0.07,32.12362,34.82424
משה סנה,primary,,,0.445,32.12132,34.82505
משה סנה,primary,,70.0,0.979,32.12805,34.82826
משה סנה,primary,5,,0.424,32.13624,34.83454
משה סנה,primary,3,,0.07,32.13434,34.83308
משה סנה,primary,,,0.007,32.13428,34.83304
משה סנה,primary,5,,0.067,32.13425,34.83424
משה סנה,primary,2,,0.049,32.12283,34.82458
משה סנה,primary,,,0.117,32.13098,34.83077
משה סנה,primary,,,0.012,32.1342,34.83297
משה סנה,primary,4,,0.013,32.13805,34.835
משה סנה,primary,,70.0,0.611,32.12657,34.82666
משה סנה,primary,,70.0,0.121,32.12847,34.82847
נוף גלבוע,primary,,,0.585,32.4873,35.41596
נוף גלבוע,primary,,,0.743,32.50052,35.41586
נוף גלבוע,primary,,,0.149,32.49862,35.41303
נוף גלבוע,primary,,,5.556,32.53594,35.3583
נוף גלבוע,primary,,,0.032,32.51451,35.39759
נוף גלבוע,primary,,,0.012,32.49909,35.41387
נוף גלבוע,primary,,,0.025,32.49809,35.41309
נוף גלבוע,primary,,,0.122,32.50476,35.41295
נוף גלבוע,primary,,,2.017,32.51039,35.41069
נוף גלבוע,primary,,,0.075,32.48899,35.4179
נוף גלבוע,primary,,,1.188,32.49231,35.4167
נוף גלבוע,primary,,,3.54,32.52091,35.38112
נייברג,trunk,1,,0.218,32.79698,35.52945
נייברג,trunk,2,,0.221,32.79637,35.53194
נייברג,trunk,2,,0.197,32.79705,35.5295
נייברג,trunk,1,,0.193,32.79631,35.53188
נייברג,trunk,2,,0.035,32.79795,35.52803
נייברג,trunk,,,0.024,32.79625,35.53222
נתיבי המפרץ,motorway,2,70.0,1.184,32.80609,35.01497
נתיבי המפרץ,motorway,2,90.0,0.712,32.79931,35.02421
נתיבי המפרץ,motorway,2,70.0,0.932,32.80793,35.0129
נתיבי המפרץ,motorway,2,90.0,0.714,32.79998,35.02308
נתיבי המפרץ,motorway,3,90.0,0.256,32.79981,35.04119
נתיבי המפרץ,motorway,4,90.0,0.19,32.80068,35.04584
נתיבי המפרץ,motorway,3,90.0,0.496,32.79787,35.02739
נתיבי המפרץ,motorway,2,90.0,0.205,32.80032,35.045
נתיבי המפרץ,motorway,2,100.0,0.086,32.80865,35.07287
נתיבי המפרץ,motorway,2,100.0,0.087,32.80831,35.07199
נתיבי המפרץ,motorway,3,90.0,0.621,32.80395,35.05112
נתיבי המפרץ,motorway,3,90.0,0.122,32.80036,35.04437
נתיבי המפרץ,motorway,4,90.0,0.067,32.8017,35.04799
נתיבי המפרץ,motorway,3,90.0,0.103,32.80135,35.04782
נתיבי המפרץ,motorway,2,90.0,1.509,32.79785,35.02974
נתיבי המפרץ,motorway,2,90.0,0.458,32.79999,35.04307
נתיבי המפרץ,motorway,3,90.0,0.631,32.80407,35.0517
נתיבי המפרץ,motorway,3,90.0,0.124,32.80085,35.04682
נתיבי המפרץ,motorway,3,90.0,0.81,32.79804,35.03239
נתיבי המפרץ,motorway,2,70.0,0.099,32.80873,35.00944
נתיבי המפרץ,motorway,2,90.0,0.259,32.8035,35.01797
נתיבי המפרץ,motorway,4,90.0,0.092,32.80133,35.04737
נתיבי המפרץ,motorway,3,90.0,0.063,32.80188,35.04857
נתיבי המפרץ,motorway,1,,0.236,32.80944,35.00704
נתיבי המפרץ,motorway,2,,0.218,32.80918,35.00718
נתיבי המפרץ,motorway,2,,0.095,32.80903,35.00845
נתיבי המפרץ,motorway,2,,0.094,32.80962,35.00577
נתיבי המפרץ,motorway,1,,0.209,32.81082,35.00549
סוקולוב,primary,2,,1.631,32.146,34.83872
סוקולוב,primary,2,,0.301,32.1407,34.83621
סוקולוב,primary,4,,0.083,32.13824,34.83508
סוקולוב,primary,2,,0.056,32.14149,34.83656
סוקולוב,primary,2,,0.137,32.14186,34.83672
סוקולוב,primary,3,,0.039,32.14301,34.83723
סוקולוב,primary,2,,0.298,32.14442,34.83786
סוקולוב,primary,3,,0.023,32.14585,34.83849
סוקולוב,primary,3,,0.076,32.14653,34.83878
סוקולוב,primary,2,,0.267,32.14786,34.83934
סוקולוב,primary,3,,0.071,32.14927,34.8401
סוקולוב,primary,2,,0.23,32.15062,34.84116
סוקולוב,primary,3,,0.033,32.15129,34.84175
סוקולוב,primary,2,,0.022,32.15157,34.84192
סוקולוב,primary,3,,0.009,32.15161,34.84194
סנדי אזולאי,primary,,,0.054,33.07531,35.14317
סנדי אזולאי,primary,,,0.056,33.07532,35.14299
סנדי אזולאי,primary,,,0.51,33.07419,35.1467
סנדי אזולאי,primary,,,0.096,33.07328,35.14902
סנדי אזולאי,primary,,,0.095,33.07306,35.14916
עוקף בית שמש,primary,2,70.0,0.313,31.75547,34.99915
עוקף בית שמש,primary,2,70.0,0.047,31.75466,35.00006
עוקף בית שמש,primary,2,70.0,0.256,31.75327,35.00045
עוקף בית שמש,primary,2,,2.969,31.71795,35.00863
עוקף בית שמש,primary,2,70.0,0.816,31.73516,35.00534
עוקף בית שמש,primary,2,,0.831,31.7354,35.00547
עוקף בית שמש,primary,2,70.0,2.968,31.71682,35.00822
עוקף בית שמש,primary,2,,0.82,31.74345,35.00105
עוקף בית שמש,primary,2,,0.812,31.74272,35.00117
עוקף בית שמש,primary,2,70.0,0.389,31.74778,35.00279
עוקף בית שמש,primary,2,70.0,0.306,31.7511,35.00112
עוקף בית שמש,primary,2,70.0,0.046,31.75449,35.00003
עוקף בית שמש,primary,2,70.0,1.156,31.7012,35.00871
עוקף בית שמש,primary,2,70.0,1.171,31.70306,35.00853
עוקף בית שמש,primary,2,70.0,0.262,31.75373,35.00052
עוקף בית שמש,primary,2,70.0,0.313,31.75088,35.00108
עוקף בית שמש,primary,2,,0.4,31.74797,35.00294
עוקף בית שמש,primary,2,70.0,0.578,31.75903,34.99258
עוקף בית שמש,primary,2,70.0,0.327,31.75537,34.99908
עוקף בית שמש,primary,2,70.0,0.156,31.75642,34.99637
עוקף בית שמש,primary,2,70.0,0.17,31.7565,34.99645
עוקף בית שמש,primary,2,70.0,0.584,31.75915,34.99262
עוקף בית שמש,primary,2,70.0,0.176,31.75989,34.98998
עוקף בית שמש,primary,2,70.0,0.196,31.75982,34.98993
עוקף בית שמש,primary,2,70.0,0.04,31.76056,34.98844
עוקף בית שמש,primary,2,70.0,0.055,31.76062,34.98854
עוקף בית שמש,primary,1,70.0,0.042,31.69658,35.01117
עוקף בית שמש,primary,1,70.0,0.059,31.69647,35.01111
עוקף חווארה التفافي حوارة,trunk,2,,1.01,32.1332,35.25992
עוקף חווארה التفافي حوارة,trunk,,,0.038,32.15421,35.26709
עוקף חווארה التفافي حوارة,trunk,,,0.037,32.13675,35.26144
עוקף חווארה التفافي حوارة,trunk,2,,0.363,32.15231,35.26739
עוקף חווארה التفافي حوارة,trunk,2,,0.214,32.16243,35.26378
עוקף חווארה التفافي حوارة,trunk,2,,0.866,32.15988,35.26606
עוקף חווארה التفافي حوارة,trunk,,,0.178,32.16204,35.26422
עוקף חווארה التفافي حوارة,trunk,,,0.057,32.14897,35.26793
עוקף חווארה التفافي حوارة,trunk,2,,1.474,32.14356,35.26536
עוקף חווארה التفافي حوارة,trunk,,,0.11,32.16308,35.26261
עוקף חווארה التفافي حوارة,trunk,2,,0.078,32.16314,35.26262
עוקף חווארה التفافي حوارة,trunk,2,,1.475,32.14363,35.26528
עוקף חווארה التفافي حوارة,trunk,2,,0.185,32.14983,35.2678
עוקף חווארה التفافي حوارة,trunk,2,,1.02,32.13362,35.26036
עוקף חווארה التفافي حوارة,trunk,,,0.056,32.14846,35.26785
עוקף חווארה التفافي حوارة,trunk,,,0.038,32.15385,35.26703
עוקף חווארה التفافي حوارة,trunk,2,,0.363,32.15229,35.26727
עוקף חווארה التفافي حوارة,trunk,2,,0.86,32.15956,35.26604
עוקף חווארה التفافي حوارة,trunk,2,,0.184,32.14981,35.26769
עוקף חווארה التفافي حوارة,trunk,,,0.037,32.13709,35.2615
עוקף נבי אליאס,trunk,,,0.091,32.18709,35.0108
עוקף נבי אליאס,trunk,,,1.021,32.18417,35.03005
עוקף נבי אליאס,trunk,,,0.837,32.18793,35.01691
עוקף נבי אליאס,trunk,,,0.014,32.18727,35.02028
עוקף נבי אליאס,trunk,,,0.018,32.18712,35.01109
עוקף נבי אליאס,trunk,,,0.01,32.1871,35.0109
עוקף נהריה,primary,2,90.0,0.009,32.98597,35.14816
עוקף נהריה,primary,2,90.0,3.296,32.98012,35.13283
עוקף נהריה,primary,2,90.0,0.587,32.97786,35.11358
עוקף נהריה,primary,2,90.0,0.025,32.98041,35.09415
עוקף נהריה,primary,2,90.0,0.019,32.98586,35.148
עוקף נהריה,primary,2,90.0,0.009,32.98598,35.14826
עוקף נהריה,primary,2,90.0,0.02,32.9859,35.14823
עוקף נהריה,primary,2,90.0,3.288,32.98002,35.13202
עוקף נהריה,primary,2,90.0,1.115,32.98054,35.09979
עוקף נהריה,primary,3,90.0,0.021,32.98052,35.09403
עוקף נהריה,primary,2,90.0,0.008,32.97967,35.1065
עוקף נהריה,primary,2,90.0,0.905,32.98061,35.10003
עוקף נהריה,primary,2,90.0,0.187,32.97916,35.10808
עוקף נהריה,primary,2,90.0,0.587,32.97776,35.11355
עוקף נהריה,primary,2,90.0,0.008,32.97905,35.10849
עוקף נהריה,primary,2,90.0,0.187,32.97955,35.10699
עוקף נהריה,primary,3,90.0,0.198,32.98045,35.09556
עוקף נהריה,primary,2,90.0,0.038,32.98035,35.09464
עוקף נהריה,primary,2,90.0,0.048,32.97979,35.106
עוקף עכו,trunk,3,90.0,0.098,32.9052,35.09037
עוקף עכו,trunk,2,90.0,3.609,32.93819,35.0966
עוקף עכו,trunk,2,90.0,0.037,32.90824,35.09245
עוקף עכו,trunk,2,90.0,0.173,32.9123,35.09591
עוקף עכו,trunk,2,90.0,0.172,32.91204,35.09567
עוקף עכו,trunk,2,90.0,0.316,32.90712,35.09131
עוקף עכו,trunk,2,90.0,0.335,32.91351,35.09632
עוקף עכו,trunk,2,90.0,0.041,32.90807,35.09206
עוקף עכו,trunk,2,90.0,0.461,32.90992,35.09419
עוקף עכו,trunk,2,90.0,0.322,32.90696,35.091
עוקף עכו,trunk,2,90.0,0.477,32.91008,35.09449
עוקף עכו,trunk,3,90.0,0.115,32.9053,35.09016
עוקף עכו,trunk,3,90.0,0.662,32.91381,35.09625
עוקף עכו,trunk,5,90.0,0.105,32.92044,35.09718
עוקף עכו,trunk,2,90.0,3.619,32.9333,35.09693
עוקף עכו,trunk,4,90.0,0.089,32.91965,35.09688
עוקף עכו,trunk,5,90.0,0.078,32.91895,35.0968
עוקף עכו,trunk,4,90.0,0.063,32.9195,35.09707
עוקף עכו,trunk,4,90.0,0.077,32.9188,35.09699
עוקף עכו,trunk,5,90.0,0.243,32.91687,35.09676
עוקף קלקיליה,trunk,,,0.026,32.17271,34.95798
עוקף קלקיליה,trunk,,,0.009,32.17279,34.95802
עוקף קריות,motorway,2,100.0,8.153,32.84127,35.10132
עוקף קריות,motorway,3,100.0,0.529,32.80547,35.06267
עוקף קריות,motorway,3,100.0,0.407,32.80757,35.07095
עוקף קריות,motorway,2,100.0,0.708,32.87605,35.0973
עוקף קריות,motorway,2,100.0,0.153,32.80943,35.074
עוקף קריות,motorway,2,100.0,0.152,32.80894,35.073
עוקף קריות,motorway,2,100.0,0.107,32.87436,35.09867
עוקף קריות,motorway,2,100.0,0.797,32.87628,35.09736
עוקף קריות,motorway,2,100.0,0.035,32.87509,35.09812
עוקף קריות,motorway,2,100.0,0.055,32.87408,35.09924
עוקף קריות,motorway,2,100.0,0.123,32.87464,35.09856
עוקף קריות,motorway,2,100.0,8.322,32.83987,35.1011
עוקף קריות,motorway,2,100.0,0.047,32.87396,35.09916
עוקף קריות,motorway,2,100.0,0.029,32.87488,35.09811
עוקף קריות,motorway,3,100.0,0.442,32.80519,35.06185
עוקף קריות,motorway,4,100.0,0.367,32.80627,35.06724
עוקף קריות,motorway,3,100.0,0.393,32.80758,35.07056
עוקף קריות,motorway,4,100.0,0.221,32.8065,35.0672
עוקף קריות,motorway,3,100.0,0.144,32.81021,35.07509
עוקף קריות,motorway,2,100.0,0.222,32.80997,35.07495
עוקף קריות,motorway,3,100.0,0.176,32.81067,35.07718
עוקף רמלה,primary,2,70.0,0.758,31.94168,34.8585
עוקף רמלה,primary,,,0.803,31.9267,34.84365
עוקף רמלה,primary,2,,0.312,31.93807,34.85334
עוקף רמלה,primary,2,70.0,0.741,31.94154,34.85845
עוקף רמלה,primary,,,0.09,31.9401,34.85518
עוקף רמלה,primary,,,0.088,31.94027,34.85554
עוקף רמלה,primary,,,0.01,31.93745,34.85303
עוקף רמלה,primary,,,0.234,31.935,34.85104
עוקף רמלה,primary,,,0.016,31.92964,34.84556
עוקף רמלה,primary,,,0.802,31.92676,34.84355
עוקף רמלה,primary,,,0.616,31.93158,34.84674
עוקף רמלה,primary,,,0.01,31.93391,34.84984
עוקף רמלה,primary,,,0.216,31.93469,34.85094
עוקף רמלה,primary,,,0.635,31.93166,34.84662
עוקף רמלה,primary,2,,0.259,31.93667,34.85227
עוקף רמלה,primary,,,0.244,31.93589,34.8519
עוקף רמלה,primary,,,0.028,31.93732,34.85293
עוקף רמלה,primary,2,,0.319,31.93831,34.85376
עוקף שדרות,primary,,,0.956,31.53244,34.6083
עוקף שדרות,primary,,,0.921,31.53201,34.60865
עין חי,primary,2,,1.036,32.17161,34.89362
עין חי,primary,2,,1.034,32.16903,34.89364
עין כרם,primary,2,50.0,0.036,31.77164,35.18155
עין כרם,primary,,,0.401,31.76953,35.16148
עין כרם,primary,,,0.125,31.76736,35.16209
עין כרם,primary,1,50.0,0.043,31.77153,35.18114
עין כרם,primary,2,50.0,0.16,31.77033,35.18065
עין כרם,primary,,,0.175,31.76687,35.16289
עין כרם,primary,2,,0.038,31.76834,35.16214
עין כרם,primary,,,0.013,31.76827,35.16212
עין כרם,primary,2,50.0,0.036,31.77149,35.18119
עין כרם,primary,1,50.0,0.017,31.77187,35.18126
עין כרם,primary,2,,0.019,31.77,35.18035
עין כרם,primary,2,,1.96,31.76905,35.16652
עין כרם,primary,1,50.0,0.007,31.77175,35.1812
עין כרם,primary,2,50.0,0.015,31.77167,35.18181
עין כרם,primary,2,50.0,0.015,31.77173,35.18203
עין כרם,primary,2,50.0,0.005,31.77169,35.18194
עכו - חיפה,trunk,3,70.0,0.011,32.87388,35.09627
עכו - חיפה,trunk,2,,1.384,32.84234,35.0886
עכו - חיפה,trunk,2,,1.313,32.82943,35.08056
עכו - חיפה,trunk,,,0.362,32.84923,35.09294
עכו - חיפה,trunk,2,70.0,0.541,32.85123,35.09367
עכו - חיפה,trunk,2,70.0,0.013,32.85792,35.09429
עכו - חיפה,trunk,3,70.0,0.329,32.86068,35.09482
עכו - חיפה,trunk,2,70.0,0.026,32.85752,35.09422
עכו - חיפה,trunk,2,70.0,0.018,32.85785,35.09428
עכו - חיפה,trunk,3,70.0,1.435,32.86654,35.09532
עכו - חיפה,trunk,3,70.0,0.252,32.85941,35.09448
עכו - חיפה,trunk,3,70.0,0.019,32.86109,35.09488
עכו - חיפה,trunk,3,70.0,1.433,32.87364,35.09644
עכו - חיפה,trunk,2,70.0,0.081,32.85829,35.09433
עכו - חיפה,trunk,2,70.0,0.266,32.85589,35.09405
עכו - חיפה,trunk,2,70.0,0.02,32.85527,35.09419
עכו - חיפה,trunk,2,70.0,0.288,32.85788,35.09446
עכו - חיפה,trunk,2,70.0,0.029,32.85521,35.09418
עכו - חיפה,trunk,2,70.0,0.556,32.85053,35.09336
עכו - חיפה,trunk,2,,0.01,32.8501,35.09351
עכו - חיפה,trunk,2,,0.021,32.84995,35.09348
עכו - חיפה,trunk,2,70.0,0.01,32.85007,35.09327
עכו - חיפה,trunk,2,,0.017,32.83606,35.08462
עכו - חיפה,trunk,2,,1.37,32.84336,35.0895
עכו - חיפה,trunk,2,,0.094,32.83549,35.08417
עכו - חיפה,trunk,2,,1.308,32.82903,35.08012
עכו - חיפה,trunk,2,,0.029,32.83548,35.08444
עכו - חיפה,trunk,2,,0.016,32.8354,35.08439
עכו - חיפה,trunk,2,,0.061,32.83603,35.08478
עכו - חיפה,trunk,2,,0.016,32.8471,35.09188
עכו - חיפה,trunk,2,,0.336,32.84887,35.09301
פוריה,primary,1,,0.106,32.75306,35.53773
"פיק""א",primary,2,,0.255,32.4716,34.97691
"פיק""א",primary,2,,0.44,32.46947,34.97225
"פיק""א",primary,2,,1.648,32.45817,34.9649
"פיק""א",primary,2,,0.045,32.4722,34.97819
"פיק""א",primary,2,,0.043,32.47214,34.97822
"פיק""א",primary,,,0.338,32.44977,34.96123
"פיק""א",primary,2,,0.331,32.44997,34.96145
"פיק""א",primary,2,,0.356,32.46629,34.96819
"פיק""א",primary,1,,0.03,32.4687,34.97123
"פיק""א",primary,1,,0.03,32.46866,34.97112
"פיק""א",primary,1,,0.019,32.46842,34.97082
"פיק""א",primary,1,,0.018,32.46839,34.97085
פנחס רוזן,primary,,,1.328,32.11221,34.82525
פנחס רוזן,primary,,,0.019,32.10729,34.82753
פנחס רוזן,primary,,,1.315,32.11307,34.82537
פנחס רוזן,primary,,,0.018,32.1071,34.82738
פרבשטיין,primary,3,50.0,0.058,31.78302,35.19199
פרבשטיין,primary,2,50.0,0.031,31.7835,35.19156
פרבשטיין,primary,3,50.0,0.006,31.78321,35.19203
פרבשטיין,primary,1,50.0,0.018,31.78273,35.19202
פרבשטיין,primary,1,50.0,0.047,31.78299,35.19214
פרבשטיין,primary,3,50.0,0.01,31.78268,35.19206
פרבשטיין,primary,2,50.0,0.013,31.78358,35.19138
פרבשטיין,primary,4,50.0,0.03,31.78337,35.19177
פרבשטיין,primary,3,50.0,0.052,31.78336,35.19156
צבי בורנשטיין,primary,,50.0,0.036,30.98697,34.93131
צבי בורנשטיין,primary,,50.0,0.076,30.98533,34.93504
צבי בורנשטיין,primary,,50.0,0.057,30.98592,34.93394
צבי בורנשטיין,primary,,50.0,0.328,30.98763,34.92962
צבי בורנשטיין,primary,,50.0,0.081,30.98866,34.92485
צבי בורנשטיין,primary,,50.0,0.428,30.98862,34.92302
צבי בורנשטיין,primary,2,50.0,0.424,30.98896,34.91907
צבי בורנשטיין,primary,,50.0,0.321,30.98987,34.91272
צבי בורנשטיין,primary,,50.0,0.322,30.98972,34.91286
צבי בורנשטיין,primary,,50.0,0.417,30.98885,34.91894
צבי בורנשטיין,primary,,50.0,0.082,30.98858,34.92483
צבי בורנשטיין,primary,,,0.05,30.98645,34.93276
צבי בורנשטיין,primary,,,0.048,30.98625,34.93309
צבי בורנשטיין,primary,,50.0,0.029,30.98718,34.9309
