route_ref,highway_type,lanes,maxspeed_kmh,length_km,midpoint_lat,midpoint_lon
60,trunk,,,0.029,31.86211,35.22738
60,trunk,,50.0,0.023,31.86226,35.22747
60,trunk,,50.0,0.023,31.86223,35.22755
60,trunk,,,0.135,31.70515,35.16752
60,trunk,2,70.0,0.03,32.06297,35.26232
60,trunk,,,0.022,32.21571,35.17773
60,trunk,,90.0,0.015,31.25733,34.82605
60,trunk,,90.0,0.697,31.25882,34.82835
60,trunk,,90.0,0.024,31.26147,34.83268
60,trunk,,90.0,0.033,31.26146,34.83234
60,trunk,,90.0,0.044,31.26116,34.83191
60,trunk,,90.0,0.009,31.26133,34.83249
60,trunk,,90.0,0.031,31.26127,34.83242
60,trunk,,90.0,0.009,31.26141,34.83227
60,trunk,,90.0,2.756,31.26945,34.84232
60,trunk,,90.0,0.687,31.25876,34.82787
60,trunk,,90.0,0.051,31.30805,34.90255
60,trunk,,90.0,0.661,31.31006,34.90546
60,trunk,,90.0,0.118,31.30729,34.90099
60,trunk,,90.0,0.057,31.30793,34.90199
60,trunk,,90.0,0.064,31.30693,34.90047
60,trunk,,90.0,0.119,31.30779,34.90212
60,trunk,2,70.0,2.726,31.98388,35.2486
60,trunk,2,,0.027,31.99605,35.25036
60,trunk,1,,0.186,31.99719,35.25135
60,trunk,2,,0.101,31.99554,35.25001
60,trunk,2,,0.008,31.99629,35.25054
60,trunk,,,0.05,31.62439,35.13095
60,trunk,1,,4.797,31.60766,35.11887
60,trunk,1,,3.199,31.61324,35.12412
60,trunk,,,0.052,31.62439,35.13078
60,trunk,2,70.0,1.779,32.04106,35.28007
60,trunk,2,,0.461,32.04671,35.28935
60,trunk,1,,0.166,32.04891,35.28957
60,trunk,2,,0.005,32.04835,35.28978
60,trunk,2,,0.018,32.0485,35.28977
60,trunk,1,,0.453,32.04657,35.28913
60,trunk,1,,0.165,31.95696,35.25597
60,trunk,1,,0.09,31.95459,35.25594
60,trunk,,,2.688,31.94248,35.25317
60,trunk,1,,0.009,31.95533,35.25588
60,trunk,1,,0.024,31.95558,35.25588
60,trunk,1,,0.138,31.9548,35.25583
60,trunk,1,,0.165,31.95632,35.2558
60,trunk,1,,0.164,31.95728,35.25618
60,trunk,2,,1.127,32.12402,35.25506
60,trunk,2,,0.226,32.1642,35.26096
60,trunk,,,0.23,32.16416,35.26091
60,trunk,2,,0.411,32.11769,35.25723
60,trunk,,,0.044,32.16322,35.26237
60,trunk,2,,0.103,31.8726,35.26136
60,trunk,2,,0.075,31.872,35.25999
60,trunk,1,,0.008,31.87227,35.26062
60,trunk,1,,0.101,31.87255,35.26144
60,trunk,1,,0.016,31.87224,35.26054
60,trunk,1,,0.15,31.872,35.25985
60,trunk,1,,0.053,31.87164,35.25939
60,trunk,,90.0,0.241,31.30125,34.89246
60,trunk,,90.0,0.052,31.30204,34.89377
60,trunk,,90.0,0.236,31.30141,34.89295
60,trunk,,90.0,0.051,31.30198,34.89385
60,trunk,1,,0.023,31.84086,35.23
60,trunk,1,,0.015,31.84066,35.22999
60,trunk,,,0.032,31.24364,34.80341
60,trunk,,,0.026,31.24386,34.80337
60,trunk,,,0.025,31.24356,34.80312
60,trunk,2,60.0,2.248,31.55531,35.13547
60,trunk,1,60.0,0.269,31.54198,35.13298
60,trunk,1,60.0,0.229,31.54147,35.133
60,trunk,1,60.0,0.01,31.54167,35.13293
60,trunk,1,60.0,0.223,31.54082,35.1328
60,trunk,1,60.0,0.273,31.54263,35.13319
60,trunk,,,0.15,31.91223,35.24971
60,trunk,1,,0.042,31.95521,35.25588
60,trunk,1,,0.008,31.84077,35.23011
60,trunk,,,0.036,31.84408,35.22967
60,trunk,,,0.023,31.84414,35.2294
60,trunk,1,50.0,0.026,31.84931,35.22661
60,trunk,1,50.0,0.019,31.84928,35.22691
60,trunk,1,50.0,0.011,31.84942,35.22691
60,trunk,1,50.0,0.023,31.85294,35.2243
60,trunk,1,50.0,0.008,31.85307,35.22434
60,trunk,,,0.027,31.86163,35.22683
60,trunk,,,0.05,31.86218,35.23001
60,trunk,1,50.0,0.013,31.8529,35.22445
60,trunk,,,0.024,31.84386,35.22955
60,trunk,1,,0.014,31.84075,35.22988
60,trunk,,,0.154,31.85447,35.26256
60,trunk,,,0.44,31.89523,35.26996
60,trunk,,,2.016,31.88815,35.27679
60,trunk,1,90.0,0.055,31.33783,34.92901
60,trunk,1,80.0,0.105,31.33802,34.92951
60,trunk,1,90.0,0.056,31.33782,34.92913
60,trunk,1,90.0,0.067,31.33831,34.92967
60,trunk,1,90.0,0.068,31.33827,34.92975
60,trunk,,,1.739,31.9193,35.24642
60,trunk,,,0.604,31.92994,35.24788
60,trunk,,,0.605,31.92972,35.24805
60,trunk,2,,0.151,32.04894,35.28969
60,trunk,2,70.0,1.667,32.27729,35.17686
60,trunk,2,70.0,0.019,32.28204,35.1822
60,trunk,2,70.0,0.347,32.34514,35.20084
60,trunk,,,0.056,32.3482,35.20034
60,trunk,,,0.191,32.34763,35.20033
60,trunk,,,0.197,32.34749,35.20022
60,trunk,,,0.449,32.34976,35.20135
60,trunk,,,0.447,32.34991,35.20142
60,trunk,2,70.0,0.764,32.352,35.20387
60,trunk,,,0.217,32.35841,35.20858
60,trunk,,,0.216,32.35793,35.20814
60,trunk,,,0.055,32.35876,35.20883
60,trunk,,,0.183,32.35925,35.20913
60,trunk,,,0.186,32.35944,35.20913
60,trunk,2,90.0,0.012,31.64616,35.13211
60,trunk,2,90.0,0.023,31.64604,35.13223
60,trunk,2,90.0,1.511,31.6386,35.1314
60,trunk,2,70.0,1.116,32.06336,35.24927
60,trunk,1,70.0,0.2,32.06231,35.25984
60,trunk,2,70.0,0.159,32.06256,35.26074
60,trunk,2,70.0,0.007,32.06246,35.26034
60,trunk,2,70.0,0.195,32.06231,35.25901
60,trunk,1,70.0,0.163,32.06251,35.26089
60,trunk,,90.0,0.142,31.31471,34.91066
60,trunk,,90.0,0.142,31.31468,34.91076
60,trunk,2,90.0,0.164,31.31513,34.91121
60,trunk,2,90.0,0.162,31.3151,34.91108
60,trunk,,,0.068,32.25539,35.18458
60,trunk,,,0.068,32.25547,35.1846
60,trunk,2,70.0,0.04,32.25555,35.1853
60,trunk,2,70.0,0.038,32.25529,35.18504
60,trunk,1,60.0,0.203,31.56433,35.11949
60,trunk,1,60.0,0.203,31.56447,35.11951
60,trunk,1,,0.076,31.5607,35.12735
60,trunk,2,,0.182,31.56103,35.12607
60,trunk,2,80.0,0.177,31.56567,35.11919
60,trunk,1,80.0,0.174,31.5653,35.11917
60,trunk,1,80.0,0.008,31.56477,35.11928
60,trunk,,,0.495,31.44441,35.02086
60,trunk,,,0.014,31.4426,35.02109
60,trunk,1,50.0,0.015,31.84921,35.22674
60,trunk,1,,0.09,31.87377,35.26386
60,trunk,1,,0.182,31.87288,35.26241
60,trunk,,60.0,0.132,31.49416,35.07779
60,trunk,,60.0,0.047,31.49445,35.07692
60,trunk,,60.0,0.046,31.49439,35.07687
60,trunk,,60.0,0.052,31.4944,35.07654
60,trunk,,60.0,0.051,31.49444,35.07643
60,trunk,,,0.088,31.49741,35.09548
60,trunk,,60.0,1.429,31.49655,35.08603
60,trunk,,60.0,0.165,31.49759,35.09593
60,trunk,,60.0,0.164,31.49765,35.09597
60,trunk,,60.0,0.088,31.49751,35.09519
60,trunk,,60.0,0.084,31.49745,35.0952
60,trunk,,60.0,0.084,31.50481,35.13272
60,trunk,,60.0,0.082,31.50473,35.13268
60,trunk,2,60.0,0.073,31.50497,35.13296
60,trunk,2,60.0,0.07,31.50498,35.13287
60,trunk,2,60.0,0.058,32.26491,35.16835
60,trunk,2,60.0,0.038,32.26462,35.16857
60,trunk,1,,0.039,32.21558,35.17783
60,trunk,2,,0.198,32.21606,35.17665
60,trunk,2,60.0,2.626,32.22587,35.17324
60,trunk,2,70.0,0.368,31.99441,35.24957
60,trunk,2,70.0,0.013,31.99185,35.24951
60,trunk,2,,0.301,31.86576,35.25901
60,trunk,2,,0.294,31.86578,35.2591
60,trunk,2,,0.011,31.86462,35.25947
60,trunk,2,,0.245,31.86303,35.2599
60,trunk,2,,0.239,31.8634,35.25987
60,trunk,,,0.053,31.86178,35.22722
60,trunk,1,60.0,1.598,31.59458,35.11664
60,trunk,1,,0.008,31.60317,35.11425
60,trunk,,80.0,0.236,31.58559,35.11859
60,trunk,2,80.0,0.205,31.58653,35.11722
60,trunk,,80.0,0.244,31.58514,35.12166
60,trunk,2,,0.08,32.62285,35.28938
60,trunk,2,,3.543,32.64038,35.29097
60,trunk,1,,0.089,32.2655,35.16803
60,trunk,1,60.0,0.034,32.26514,35.16813
60,trunk,1,60.0,0.033,32.26524,35.16813
60,trunk,1,60.0,0.032,32.26552,35.16823
60,trunk,1,60.0,0.033,32.26553,35.16819
60,trunk,2,80.0,0.043,32.09953,35.24612
60,trunk,1,80.0,0.162,32.09852,35.24624
60,trunk,1,80.0,0.05,32.10022,35.24631
60,trunk,2,80.0,0.051,32.10019,35.24625
60,trunk,1,80.0,0.043,32.09983,35.24624
60,trunk,2,80.0,0.043,32.09977,35.24615
60,trunk,2,80.0,0.009,32.09918,35.2461
60,trunk,2,80.0,0.16,32.09843,35.24617
60,trunk,1,80.0,0.047,32.09954,35.24621
60,trunk,2,60.0,0.175,31.58916,35.11647
60,trunk,1,,0.07,31.50042,35.1193
60,trunk,1,,0.07,31.50033,35.1182
60,trunk,,,1.27,31.50381,35.12419
60,trunk,1,,0.092,31.50033,35.11771
60,trunk,1,,0.088,31.5004,35.11769
60,trunk,1,,0.078,31.50063,35.11948
60,trunk,1,,0.077,31.50059,35.11954
60,trunk,1,,0.086,31.50042,35.119
60,trunk,1,,0.085,31.50042,35.11844
60,trunk,,,0.118,31.86077,35.2315
60,trunk,,,0.138,31.86003,35.23211
60,trunk,,,0.121,31.86001,35.23208
60,trunk,2,70.0,3.28,32.06487,35.27454
60,trunk,2,70.0,0.189,32.06341,35.26365
60,trunk,2,,0.009,32.1153,35.25732
60,trunk,2,,0.009,32.11526,35.25718
60,trunk,2,70.0,0.029,32.08617,35.26486
60,trunk,2,70.0,1.255,32.08082,35.26081
60,trunk,2,70.0,0.126,32.08697,35.26499
60,trunk,2,70.0,0.03,32.08756,35.26496
60,trunk,,,0.177,31.70339,35.15739
60,trunk,,,0.05,31.70524,35.16673
60,trunk,,,0.041,31.8593,35.23259
60,trunk,1,,0.134,31.95656,35.25597
60,trunk,,,3.502,31.69102,35.16218
60,trunk,,,0.106,31.67922,35.15105
60,trunk,,,0.026,31.68598,35.15928
60,trunk,,80.0,0.012,31.58539,35.12013
60,trunk,,80.0,0.245,31.58502,35.12176
60,trunk,,80.0,0.012,31.58527,35.12019
60,trunk,,80.0,0.236,31.58562,35.11883
60,trunk,2,60.0,1.189,31.51044,35.13216
60,trunk,2,60.0,0.628,31.5186,35.13337
60,trunk,2,60.0,0.626,31.51776,35.13416
60,trunk,2,,0.1,31.56068,35.12713
60,trunk,1,,0.01,31.56095,35.12667
60,trunk,1,,0.184,31.56137,35.12533
60,trunk,1,,0.022,31.5609,35.12683
60,trunk,2,,0.01,31.56082,35.12669
60,trunk,1,,0.181,31.48595,35.05577
60,trunk,1,,0.075,31.42832,35.02969
60,trunk,,,1.3,31.42397,35.03587
60,trunk,1,,0.081,31.42852,35.02935
60,trunk,1,,0.08,31.42847,35.02934
60,trunk,1,,0.076,31.42789,35.02964
60,trunk,1,,0.077,31.42781,35.02968
60,trunk,2,,0.034,32.62389,35.28968
60,trunk,1,,0.072,31.86152,35.22702
60,trunk,2,90.0,0.024,31.34204,34.93297
60,trunk,2,90.0,0.022,31.34219,34.93312
60,trunk,,90.0,0.359,31.29821,34.88765
60,trunk,,90.0,0.064,31.28957,34.87878
60,trunk,,90.0,1.005,31.28812,34.876
60,trunk,,,0.009,31.24368,34.80301
60,trunk,,,0.016,31.24377,34.80301
60,trunk,2,,0.033,32.62358,35.28943
611,primary,1,50.0,0.023,32.45848,35.05841
611,primary,,,5.37,32.45969,35.0868
611,primary,1,50.0,0.081,32.45969,35.0514
611,primary,2,50.0,0.171,32.45997,35.05083
611,primary,2,50.0,0.111,32.45401,35.0445
611,primary,2,50.0,0.121,32.45666,35.0469
611,primary,2,50.0,0.114,32.45897,35.05746
611,primary,1,50.0,0.024,32.45883,35.05785
611,primary,1,50.0,0.023,32.45877,35.05783
611,primary,1,50.0,0.085,32.45826,35.0586
611,primary,1,50.0,0.023,32.45844,35.0584
611,primary,2,50.0,0.048,32.45858,35.05809
611,primary,2,60.0,0.648,32.45742,35.06137
611,primary,,,0.049,32.45868,35.05825
611,primary,,,0.033,32.45862,35.05834
65,primary,,,0.722,32.6068,35.61437
65,primary,,,0.72,32.60701,35.61446
65,trunk,2,,1.027,31.31879,35.54435
65,trunk,2,,0.581,31.06548,35.50531
65,trunk,2,,1.519,31.69655,35.58315
65,trunk,,,0.075,32.45904,34.93791
65,trunk,,90.0,0.077,32.4597,34.93761
65,trunk,,90.0,2.247,32.46325,34.93293
65,trunk,2,,1.915,31.79542,35.59185
65,trunk,,,5.32,31.83701,35.67769
65,trunk,,,5.595,31.83718,35.67781
65,trunk,,,4.493,32.23694,35.61619
65,trunk,,,4.516,31.87916,35.62143
65,trunk,,,1.353,32.45377,34.94083
65,trunk,,90.0,0.05,32.67854,35.41239
65,trunk,,,0.025,32.1723,35.61975
65,trunk,,,0.159,31.91718,35.60137
65,trunk,,,0.317,32.47203,34.90013
65,trunk,2,,0.091,31.61801,35.56725
65,trunk,2,80.0,0.588,31.60049,35.56209
65,trunk,2,,1.36,31.69734,35.58326
65,trunk,3,80.0,0.584,31.75326,35.59428
65,trunk,2,,0.109,31.65399,35.57454
65,trunk,2,,0.067,31.70557,35.58544
65,trunk,3,80.0,0.877,31.74395,35.59596
65,trunk,2,,0.549,31.64878,35.57422
65,trunk,2,,0.065,31.70611,35.58576
65,trunk,1,,0.187,31.65395,35.57444
65,trunk,3,,0.249,31.76298,35.5927
65,trunk,2,,4.826,31.43868,35.56687
65,trunk,,,0.017,32.39852,35.585
65,trunk,,,0.309,32.39995,35.58677
65,trunk,,,3.803,32.38664,35.58517
65,trunk,,,0.019,32.36476,35.5812
65,trunk,,,0.9,32.46517,35.59454
65,trunk,,,0.114,32.35625,35.58287
65,trunk,,,0.016,32.4006,35.58744
65,trunk,,,1.524,32.43472,35.59381
65,trunk,,,2.421,32.45156,35.59535
65,trunk,,,1.41,32.40655,35.58881
65,trunk,,,0.839,32.1782,35.62091
65,trunk,,,0.015,32.19198,35.62203
65,trunk,,,0.019,32.2125,35.62069
65,trunk,,,1.452,32.20707,35.62084
65,trunk,,,0.014,32.17982,35.62113
65,trunk,,,0.846,32.17783,35.62075
65,trunk,,,0.982,32.18459,35.6215
65,trunk,,,0.066,32.15957,35.61661
65,trunk,,,0.976,32.18214,35.62125
65,trunk,,,0.015,32.17989,35.62122
65,trunk,,,1.354,32.16228,35.61759
65,trunk,,,0.033,32.17201,35.61959
65,trunk,,,1.364,32.16171,35.61757
65,trunk,,,3.062,32.11766,35.59971
65,trunk,,,0.016,32.15994,35.61671
65,trunk,,,0.543,32.095,35.59594
65,trunk,,,0.543,32.0944,35.59568
65,trunk,,,2.063,32.15001,35.61255
65,trunk,,,0.019,32.16006,35.61684
65,trunk,,,0.169,31.91708,35.6013
65,trunk,,,3.455,32.05205,35.58617
65,trunk,,,0.252,32.14052,35.60977
65,trunk,,,0.252,32.14053,35.60967
65,trunk,,,0.068,32.15958,35.61658
65,trunk,,,4.522,31.97681,35.57859
65,trunk,,,2.718,31.90807,35.61002
65,trunk,,,0.63,31.99921,35.58057
65,trunk,,,0.026,32.00195,35.58123
65,trunk,2,,0.066,31.64568,35.5745
65,trunk,2,,0.844,31.5866,35.55686
65,trunk,2,,2.618,31.66462,35.57512
65,trunk,2,,0.009,31.59054,35.55852
65,trunk,2,,3.223,31.63128,35.57425
65,trunk,3,,2.317,31.56749,35.55626
65,trunk,2,,0.089,31.3127,35.54038
65,trunk,,,0.026,30.8196,35.36686
65,trunk,,,0.052,30.75943,35.34353
65,trunk,2,,3.077,31.4789,35.57508
65,trunk,2,,0.029,31.17162,35.53471
65,trunk,2,,0.041,31.19821,35.52873
65,trunk,2,,0.067,31.54483,35.55714
65,trunk,2,,1.722,31.30701,35.53663
65,trunk,,,0.047,30.7472,35.32008
65,trunk,,,0.036,30.68191,35.29349
65,trunk,,,0.026,30.83393,35.3814
65,trunk,2,,0.045,31.15164,35.53052
65,trunk,2,,1.257,31.29111,35.53446
65,trunk,2,,0.101,31.13285,35.52657
65,trunk,2,,0.701,31.54871,35.55717
65,trunk,2,,0.076,31.29755,35.53492
65,trunk,,,0.075,30.68422,35.29501
65,trunk,2,,0.053,31.55152,35.55595
65,trunk,2,,0.038,31.08743,35.51396
65,trunk,,,0.097,30.84063,35.3944
65,trunk,2,,0.147,31.04763,35.46656
65,trunk,,,0.048,30.28442,35.24246
65,trunk,,,0.028,30.2849,35.24314
65,trunk,,,0.041,30.29266,35.25149
65,trunk,,,0.027,30.28526,35.24366
65,trunk,,,0.035,30.2847,35.24285
65,trunk,,,0.036,30.28506,35.24337
65,trunk,,,0.031,30.43991,35.27929
65,trunk,,,0.058,30.05057,35.15474
65,trunk,2,,0.019,30.09151,35.19474
65,trunk,,,3.349,32.60087,35.61009
65,trunk,,,0.833,32.58457,35.60468
65,trunk,,,0.013,32.579,35.60501
65,trunk,,,0.019,32.55324,35.60437
65,trunk,,,2.849,32.56045,35.60526
65,trunk,,,0.033,32.35585,35.58318
65,trunk,,,0.585,32.35968,35.58037
65,trunk,,,0.023,32.5211,35.60206
65,trunk,,,1.947,32.54348,35.60384
65,trunk,,,0.024,32.53591,35.60116
65,trunk,,,1.658,32.52569,35.60184
65,trunk,,,2.015,32.47865,35.59766
65,trunk,,,0.023,32.47093,35.59704
65,trunk,,,0.009,32.44141,35.59621
65,trunk,,,1.518,32.43764,35.59504
65,trunk,,,0.01,32.44132,35.59612
65,trunk,,,2.423,32.45473,35.59539
65,trunk,2,,1.768,32.42098,35.58889
65,trunk,,,0.016,32.41284,35.58796
65,trunk,,,3.329,31.92698,35.58489
65,trunk,,,0.02,32.28558,35.59364
65,trunk,,,0.803,32.28993,35.59334
65,trunk,,,2.596,32.31557,35.58316
65,trunk,,,0.022,32.25486,35.60584
65,trunk,,,3.595,32.27541,35.59829
65,trunk,,,0.813,32.19648,35.62213
65,trunk,,,0.018,32.19926,35.62109
65,trunk,,,1.872,32.13329,35.60725
65,trunk,,,0.014,32.12374,35.60228
65,trunk,2,,0.109,31.26356,35.523
65,trunk,2,,0.029,31.28628,35.53255
65,trunk,2,,0.028,31.06376,35.50431
65,trunk,2,,0.03,30.99136,35.4559
65,trunk,,,0.095,30.89928,35.4291
65,trunk,2,,0.103,30.93206,35.45885
65,trunk,,,1.69,32.34512,35.58805
65,trunk,,,0.018,32.3226,35.58349
65,trunk,,,0.024,32.29949,35.58732
65,trunk,,,0.021,32.34768,35.58916
65,trunk,,,0.016,32.33412,35.58308
65,trunk,,,0.498,32.25246,35.60704
65,trunk,,,1.058,32.34867,35.58874
65,trunk,,,1.269,32.33026,35.58375
65,trunk,2,80.0,0.03,32.90871,35.47313
65,trunk,2,90.0,0.055,32.88915,35.47965
65,trunk,,,0.014,32.44772,34.94335
65,trunk,,,0.634,32.44642,34.9454
65,trunk,2,90.0,2.383,32.46323,34.9322
65,trunk,2,,0.117,32.46499,34.91306
65,trunk,4,,0.017,32.46505,34.91388
65,trunk,2,90.0,1.248,32.45946,34.98795
65,trunk,2,90.0,1.117,32.44816,34.95866
65,trunk,2,90.0,2.682,32.45247,34.9724
65,trunk,2,90.0,3.185,32.47035,35.00973
65,trunk,,80.0,0.685,32.7058,35.4121
65,trunk,2,80.0,0.728,32.69759,35.41348
65,trunk,,80.0,0.373,32.70526,35.41187
65,trunk,,50.0,0.56,32.69144,35.41852
65,trunk,,50.0,0.561,32.69021,35.41905
65,trunk,,90.0,0.071,32.67872,35.41258
65,trunk,,90.0,0.017,32.67885,35.41297
65,trunk,2,80.0,0.007,32.67843,35.41208
65,trunk,,90.0,0.085,32.67893,35.41288
65,trunk,1,90.0,0.11,32.65033,35.37313
65,trunk,2,80.0,1.858,32.65603,35.38364
65,trunk,1,90.0,0.201,32.65043,35.37352
65,trunk,1,90.0,1.762,32.64825,35.36951
65,trunk,2,90.0,0.397,32.64402,35.35248
65,trunk,,,2.518,32.60253,35.60984
65,trunk,2,90.0,1.358,32.45288,34.94126
65,trunk,2,90.0,0.055,32.88874,35.47931
65,trunk,2,90.0,0.044,32.81152,35.40554
65,trunk,2,90.0,0.593,32.80967,35.40169
65,trunk,,,0.292,32.47161,34.90057
65,trunk,2,90.0,1.052,32.46658,34.90816
65,trunk,2,,1.225,32.44813,34.95899
65,trunk,,90.0,0.617,32.44654,34.94543
65,trunk,2,90.0,0.279,32.9086,35.4731
65,trunk,4,,0.02,32.46511,34.91368
65,trunk,2,90.0,0.828,32.89787,35.47925
65,trunk,2,90.0,1.187,32.46678,34.9082
65,trunk,4,80.0,0.142,32.46496,34.91418
65,trunk,2,90.0,0.042,32.81137,35.40509
65,trunk,2,90.0,2.861,32.88134,35.47162
65,trunk,2,90.0,1.751,32.89724,35.47933
65,trunk,2,90.0,0.67,32.90263,35.475
65,trunk,,80.0,0.314,32.70488,35.41188
65,trunk,2,,0.864,31.71711,35.58961
65,trunk,2,,0.105,31.71971,35.59055
65,trunk,2,,0.108,31.71965,35.5904
65,trunk,2,,0.974,31.71707,35.58976
65,trunk,1,,0.383,32.90753,35.47339
65,trunk,2,90.0,1.505,32.81605,35.40771
65,trunk,2,90.0,1.05,32.77049,35.40737
65,trunk,2,80.0,0.414,32.67944,35.41355
65,trunk,2,90.0,0.795,32.86739,35.45691
65,trunk,2,90.0,1.275,32.80354,35.39802
65,trunk,2,90.0,0.959,32.80551,35.39705
65,trunk,3,90.0,2.299,32.83948,35.42482
65,trunk,3,90.0,2.118,32.83907,35.42303
65,trunk,,,0.029,32.47305,34.89857
65,trunk,2,80.0,2.087,32.66939,35.40325
65,trunk,2,80.0,0.046,32.67816,35.41109
65,trunk,2,80.0,0.829,32.68526,35.41946
65,trunk,,,0.05,32.03646,35.58481
65,trunk,,,3.8,32.0213,35.58354
65,trunk,,,0.025,30.71819,35.30657
65,trunk,2,100.0,0.018,30.10801,35.20359
65,trunk,2,90.0,2.877,32.85229,35.44213
65,trunk,,,2.635,32.5095,35.6027
65,trunk,3,90.0,0.339,32.64227,35.34861
65,trunk,1,90.0,1.568,32.64844,35.36955
65,trunk,2,90.0,0.513,32.64365,35.35129
65,trunk,1,80.0,0.142,32.66384,35.39418
65,trunk,,80.0,0.034,32.66415,35.39457
65,trunk,1,90.0,0.383,32.66233,35.39254
65,trunk,1,80.0,0.136,32.66383,35.39422
65,trunk,2,80.0,0.377,32.66229,35.39221
65,trunk,,80.0,0.192,32.66468,35.39575
65,trunk,2,80.0,0.051,32.67831,35.41172
65,trunk,2,80.0,0.034,32.67816,35.41109
65,trunk,2,80.0,4.742,32.72263,35.41107
65,trunk,2,90.0,0.675,32.76893,35.40784
65,trunk,2,80.0,0.065,32.76564,35.40876
65,trunk,1,80.0,0.147,32.76508,35.40897
65,trunk,2,80.0,0.209,32.76545,35.40893
65,trunk,2,90.0,0.049,32.80008,35.4037
65,trunk,2,90.0,0.026,32.80868,35.39911
65,trunk,2,90.0,0.035,32.8087,35.39941
65,trunk,2,90.0,0.607,32.80909,35.39996
65,trunk,2,90.0,0.308,32.8637,35.45541
65,trunk,2,90.0,3.193,32.85238,35.44207
65,trunk,2,90.0,0.196,32.8655,35.45583
65,trunk,2,90.0,0.199,32.86532,35.45562
65,trunk,2,90.0,3.661,32.87776,35.47227
65,trunk,2,90.0,0.054,32.82956,35.40946
65,trunk,2,90.0,0.641,32.83038,35.41005
65,trunk,2,90.0,0.053,32.82995,35.40986
65,trunk,2,90.0,1.507,32.81531,35.40759
65,trunk,2,90.0,0.598,32.82755,35.40841
65,trunk,2,90.0,0.728,32.83076,35.41052
65,trunk,2,90.0,2.438,32.78801,35.40575
65,trunk,2,90.0,2.056,32.79026,35.40539
65,trunk,2,90.0,0.331,32.80081,35.40265
65,trunk,3,90.0,0.05,32.80005,35.40359
65,trunk,3,90.0,0.007,32.79984,35.40377
65,trunk,2,90.0,0.179,32.78063,35.40682
65,trunk,2,,0.101,31.4009,35.55537
65,trunk,2,,3.741,31.37907,35.55134
65,trunk,2,,4.12,31.34885,35.54788
65,trunk,2,80.0,0.212,31.74208,35.59648
65,trunk,3,80.0,0.112,31.74073,35.59644
65,trunk,2,80.0,1.042,31.73789,35.59594
65,trunk,3,80.0,0.136,31.74029,35.59658
65,trunk,2,80.0,1.03,31.73718,35.5958
65,trunk,3,80.0,0.121,31.73095,35.59276
65,trunk,2,80.0,0.723,31.72865,35.59213
65,trunk,3,80.0,0.111,31.73032,35.5927
65,trunk,2,80.0,0.749,31.72787,35.59217
65,trunk,3,80.0,0.136,31.74946,35.59504
65,trunk,2,80.0,0.642,31.74597,35.5957
65,trunk,2,,0.257,31.80289,35.59155
65,trunk,2,,0.216,31.80558,35.59145
65,trunk,2,,0.012,31.80452,35.59134
65,trunk,2,,0.145,31.8027,35.59139
65,trunk,3,,0.094,31.80492,35.59132
65,trunk,2,,0.142,31.80584,35.59129
65,trunk,3,,0.123,31.7692,35.59245
65,trunk,2,,0.81,31.77349,35.59233
65,trunk,3,,0.147,31.7776,35.5922
65,trunk,2,,0.529,31.78009,35.59215
65,trunk,3,,0.118,31.78369,35.59203
65,trunk,2,,1.951,31.79771,35.59163
65,trunk,3,80.0,0.209,31.75348,35.59407
65,trunk,3,80.0,0.074,31.755,35.59376
65,trunk,1,80.0,0.059,31.75559,35.59367
65,trunk,2,80.0,0.036,31.756,35.59359
65,trunk,3,80.0,0.036,31.75632,35.59353
65,trunk,4,,0.114,31.75663,35.59347
65,trunk,3,,0.106,31.76056,35.59291
65,trunk,2,,0.078,31.76152,35.59281
65,trunk,3,,0.326,31.75969,35.59302
65,trunk,3,,0.151,31.76446,35.59258
65,trunk,2,,0.375,31.76816,35.59248
65,trunk,3,,0.085,31.76919,35.59261
65,trunk,2,,0.284,31.76781,35.59263
65,trunk,3,,0.14,31.76587,35.5927
65,trunk,3,,0.112,31.7646,35.59275
65,trunk,2,,0.336,31.76189,35.59294
65,trunk,3,,0.094,31.76029,35.5931
65,trunk,2,,0.345,31.75777,35.59345
65,trunk,3,80.0,0.072,31.75665,35.59362
65,trunk,3,80.0,0.036,31.75601,35.59374
65,trunk,3,80.0,0.08,31.75497,35.59395
65,trunk,2,80.0,0.039,31.7556,35.59381
65,trunk,3,,0.122,31.78369,35.5922
65,trunk,2,,0.555,31.77999,35.5923
65,trunk,3,,0.081,31.77759,35.59233
65,trunk,2,,0.852,31.77212,35.59254
65,trunk,2,,0.1,31.80362,35.59136
65,trunk,2,,0.013,31.80464,35.59148
65,trunk,2,,0.141,31.80452,35.59149
65,trunk,2,,0.828,31.32832,35.54476
65,trunk,2,,0.053,31.68004,35.57635
65,trunk,2,,0.237,31.67869,35.57633
65,trunk,2,,0.334,31.68193,35.57608
65,trunk,2,,0.93,31.68406,35.57646
65,trunk,2,,0.091,31.65476,35.57423
65,trunk,1,,0.1,31.65269,35.57475
65,trunk,1,,0.162,31.65159,35.57469
65,trunk,2,,0.121,31.65158,35.57476
65,trunk,2,,1.457,31.6112,35.56474
65,trunk,4,80.0,0.088,31.74945,35.59485
65,trunk,3,80.0,0.014,31.75023,35.59472
65,trunk,2,80.0,0.112,31.75036,35.59469
65,trunk,3,80.0,0.12,31.75136,35.59448
65,trunk,3,80.0,0.06,31.75242,35.59427
65,trunk,3,,1.59,31.51949,35.5594
