lat,lon,road,risk_score,lanes_weight
31.9477025,34.9639463,443,1.8,1.5
32.638283841039915,35.333800002834494,65,1.8,1.5
32.725796568024236,35.20244359794104,77,1.8,1.5
32.76808105539662,35.225735699597045,79,1.8,1.5
32.36689131279233,34.909569696230605,4,1.8,1.5
31.808076370761526,34.6950490777238,4,1.8,1.5
31.297868813801255,34.88736027254996,60,1.8,2.0
32.663310496017544,35.292608600133015,60,1.8,2.0
31.282470598694584,34.82577346382696,40,1.8,1.5
32.137546495472016,34.91479269499026,40,1.8,1.5
32.55678761226932,35.37694012842403,71,1.8,1.5
32.79078481281026,35.00092372128914,23,1.8,1.5
31.724216684914822,34.6356007950735,4,1.8,1.5
32.01517331749907,34.81082169945545,44,1.8,2.5
31.95389895267376,34.85527648940719,44,1.8,2.5
31.6111524,34.9032578,35,1.8,1.5
31.1729599,35.311241,31,1.8,1.5
31.25975389213406,34.755658535570724,25,1.8,1.5
31.83491195066921,34.977408256699064,3,1.8,1.5
31.03831453987053,35.15063926464105,25,1.8,1.5
32.5961488,34.9494971,4,1.8,1.5
31.64417785662297,34.59254314244047,4,1.8,1.5
32.69408527005533,35.224480467862676,75,1.8,1.5
31.800202999053703,34.805238958539405,7,1.8,1.5
31.872956511156616,34.821870646428074,40,1.8,1.5
31.94308594072457,34.89703326001623,40,1.8,1.5
31.218108867475035,34.865293547754824,25,1.8,1.5
31.245068672956855,34.8049135713969,60,1.8,2.0
32.28278731265563,34.8964933427581,4,1.8,1.5
32.160343,34.8156954,20,1.5,2.0
32.4136019,35.0084359,9,1.5,2.0
32.0997636,34.7935108,2,1.5,2.0
32.2391313,34.9819499,6,1.5,1.5
32.66828897510452,34.93734095205944,2,1.5,2.0
31.8006883,35.1335885,1,1.5,2.0
31.57875482471124,34.80740388919948,6,1.5,1.5
32.381842776431014,34.865504899053654,2,1.5,2.0
31.86891584679172,34.967730160217585,1,1.5,2.0
32.700316530235845,35.101522767258984,6,1.5,1.5
32.0650653,34.8442283,471,1.5,2.0
31.695743262298777,34.814553374574835,6,1.5,1.5
32.1402052,34.8080752,5,1.5,2.0
32.478343070632405,35.03677938001912,6,1.5,1.5
32.1571635,34.8145949,20,1.5,2.0
32.016886920968204,34.761776243331255,20,1.5,2.0
32.04164339350598,34.94864403697986,6,1.5,1.5
32.18850294368572,34.84012128225119,531,1.5,1.5
31.31769096250134,34.891463357154294,6,1.5,1.5
31.8945922,34.9949889,431,1.5,1.5
31.992751639388207,34.86861006659015,1,1.5,2.0
32.141733,34.8014666,5,1.5,2.0
32.0658234,34.8456447,471,1.5,2.0
32.544954169476725,34.91657069071304,2,1.5,2.0
32.270758723096456,34.85071093467269,2,1.5,2.0
32.80622220584033,35.01480501759874,22,1.5,1.5
31.8282099,34.6628569,41,1.5,1.5
31.806838013070312,35.03780313425314,1,1.5,2.0
31.847721500310076,34.86736489437123,6,1.5,1.5
32.77177235936389,34.955176455624226,2,1.5,2.0
32.59754534503219,35.044429150649215,6,1.5,1.5
31.927844498125214,34.828092583873435,431,1.5,1.5
31.71477938563279,34.82077027289345,6,1.5,1.5
32.1455712520984,34.95056971770853,531,1.5,1.5
31.559240322914764,34.80244102060744,6,1.5,1.5
32.18581243902859,34.81545167564944,2,1.5,2.0
32.46220464453885,34.89597483520745,2,1.5,2.0
31.9834824,34.9622899,6,1.5,1.5
31.454611180283464,34.770150508760395,6,1.5,1.5
32.1061054,34.964074,5,1.5,2.0
32.08214446488169,34.79768319357016,20,1.5,2.0
32.06814693324196,34.935643620308596,471,1.5,2.0
31.9484652,34.7513192,20,1.5,2.0
32.7776371,35.1304571,6,1.5,1.5
32.6064522698517,34.9270730095337,2,1.5,2.0
31.830224723350366,34.98962017417698,1,1.5,2.0
31.44884110729238,34.77078193442523,6,1.5,1.5
32.32634886803869,34.86812143519335,2,1.5,2.0
32.02931533806774,34.806449509767134,1,1.5,2.0
