lat,lon,road,risk_score,lanes_weight,nearby_alerts_15km,alert_rank
32.7822561,35.6408127,92,2.5,1.0,0,482
31.1414551,35.3599218,31,1.8,1.5,0,483
30.984236,34.9374605,225,2.0,1.5,0,484
31.0428966,35.2003634,258,2.0,1.0,0,485
31.0104897,34.7799954,222,2.0,1.5,0,486
30.8140675,35.24859,227,2.0,1.0,0,487
30.8811699,34.4019028,211,4.0,1.5,0,488
30.9935368,34.9168297,224,2.0,1.0,0,489
31.3214378,34.6158896,241,4.0,1.5,0,490
31.3163123,34.5942241,241,4.0,1.5,0,491
32.742152,35.5406357,768,2.5,1.5,0,492
32.5723367,34.9604533,652,2.0,1.5,0,493
29.554067,34.92701,12,2.0,1.5,0,494
30.8917898,34.4229636,211,4.0,1.5,0,495
29.9899809,35.0764847,40,2.0,1.5,0,496
30.142486,35.1336903,90,2.0,1.5,0,497
30.9144525,35.0175839,206,2.0,1.0,0,498
30.109186633536908,35.14451140908055,90,2.0,1.5,0,499
30.3427029,35.238117,65,2.0,1.5,0,500
31.067061,35.0058221,204,2.0,1.5,0,501
30.86243649684942,35.263034320241104,90,1.8,1.5,0,502
31.025289683628895,34.79538045213436,40,1.8,1.5,0,503
30.3275697680498,34.954401313249235,40,2.0,1.5,0,504
29.846143428153304,34.838904445459825,12,2.0,1.5,0,505
29.860936580367387,35.03428571784016,90,2.0,1.5,0,506
30.4107778,35.1523349,90,2.0,1.5,0,507
30.6231587,35.1970828,90,2.0,1.5,0,508
29.84322775344731,35.0276582876051,90,2.0,1.5,0,509
30.632404071726963,35.282740087906866,65,2.0,1.5,0,510
30.9632972,35.0493427,227,2.0,1.0,0,511
31.1867023,34.5534609,222,2.0,1.5,0,512
31.034192071772722,35.2320493663156,25,1.8,1.5,0,513
30.9418466,35.4546048,65,2.5,1.5,0,514
30.82021663654047,34.75359102815644,40,2.0,1.5,0,515
31.068289,35.0066052,25,1.8,1.5,0,516
30.8602325,35.2626065,90,2.0,1.5,0,517
30.160367908390523,35.017845357519946,40,2.0,1.5,0,518
32.550223592728685,35.163497471606,65,1.8,1.5,0,519
32.8209186,35.6824261,789,2.5,1.5,0,520
30.510106877524088,34.94049845333824,40,2.0,1.5,0,521
30.957220620694518,34.61477075413093,211,4.0,1.5,0,522
31.047427782391384,35.37777315492016,90,1.8,1.5,0,523
29.991006315506095,34.93850655123118,12,2.0,1.5,0,524
29.68388099347806,34.86272769913887,12,2.0,1.5,0,525
32.5738469,35.249339,675,2.0,1.5,0,526
30.938366602065376,34.871504389250745,204,2.0,1.5,0,527
30.9460466,35.0392117,225,2.0,1.5,0,528
30.265252001843596,35.13613752463224,90,2.0,1.5,0,529
30.002021851920848,35.08569633326174,90,2.0,1.5,0,530
29.708686177928165,34.99795177605668,90,2.0,1.5,0,531
29.97909111547766,35.069030579060104,90,2.0,1.5,0,532
30.515681421122455,35.1811640850645,90,2.0,1.5,0,533
29.69914151464628,34.99472173030506,90,2.0,1.5,0,534
30.772303057095492,35.35038802097892,65,2.0,1.5,0,535
30.48408145082242,35.28928091344314,65,2.0,1.5,0,536
32.512814310999694,35.11791740824488,65,1.8,1.5,0,537
30.898765780385116,35.1316934981915,227,2.0,1.0,0,538
31.096541829250846,34.66912674091513,222,2.0,1.5,0,539
30.96421710153566,35.30403477891119,90,1.8,1.5,0,540
30.913333183154688,34.77768369632475,40,1.8,1.5,0,541
30.6423837,35.2070128,90,2.0,1.5,0,542
31.05326264283449,35.47566625975872,65,2.5,1.5,0,543
30.048750786943266,35.014245345777475,40,2.0,1.5,0,544
30.279350061304307,35.05158822378362,13,2.0,1.5,0,545
30.9869283,34.9314877,225,2.0,1.5,0,546
30.76447448313039,35.23383933626514,90,2.0,1.5,0,547
31.013997594266343,35.080091426027465,206,2.0,1.0,0,548
32.5563695,35.0787501,672,2.0,1.5,0,549
29.6740759,35.0298542,65,2.0,1.5,0,550
31.06099604742642,34.852700279498265,224,2.0,1.0,0,551
30.42086718828618,34.942554757015664,40,2.0,1.5,0,552
31.133283642659787,35.38617323675902,90,1.8,1.5,0,553
30.913703282688395,34.52660874843474,211,4.0,1.5,0,554
30.96207591814279,34.71125008064797,211,4.0,1.5,0,555
32.77182924554602,35.640502857124176,92,2.5,1.0,0,556
29.921327872163786,34.886724157888544,12,2.0,1.5,0,557
29.767470999348706,34.8656393866876,12,2.0,1.5,0,558
29.606634665126016,34.8730654418464,12,2.0,1.5,0,559
31.1982131,35.5287257,65,2.5,1.5,0,560
30.18492183335422,35.13480428959248,90,2.0,1.5,0,561
30.338218523807505,35.16148497977118,90,2.0,1.5,0,562
30.958964882573447,34.985384784049835,225,2.0,1.5,0,563
32.6064522698517,34.9270730095337,2,1.5,2.0,0,564
29.783126985572505,35.018498097482095,90,2.0,1.5,0,565
29.63342629626606,34.98857946574959,90,2.0,1.5,0,566
29.93160454080028,35.06137899171489,90,2.0,1.5,0,567
30.071963659931498,35.128977360402,90,2.0,1.5,0,568
32.5506552,35.2021934,66,1.8,1.0,0,569
30.58724795763475,35.19104387894819,90,2.0,1.5,0,570
29.768963886949173,35.015191308815716,90,2.0,1.5,0,571
29.628020317668767,34.987833201617406,90,2.0,1.5,0,572
29.908430255926174,35.06394611767127,90,2.0,1.5,0,573
30.04598756442817,35.10698794702316,90,2.0,1.5,0,574
30.44851989040174,35.15524127587597,90,2.0,1.5,0,575
30.70824570487492,35.303539338683244,65,2.0,1.5,0,576
30.410366306752174,35.278898262309156,65,2.0,1.5,0,577
30.840461873060697,35.39358586872627,65,2.0,1.5,0,578
30.5576821574568,35.26318788354695,65,2.0,1.5,0,579
31.01279126779241,34.95834880168009,204,2.0,1.5,0,580
30.229904611170276,35.01771578536191,40,2.0,1.5,0,581
31.03831453987053,35.15063926464105,25,1.8,1.5,0,582
32.538594068464114,35.02841272041923,6,1.5,1.5,0,583
32.5961488,34.9494971,4,1.8,1.5,0,584
32.7364401,35.5402596,768,2.5,1.5,0,585
32.7689197,35.692891,98,2.5,1.0,0,586
