lat,lon,road,risk_score,lanes_weight,nearby_alerts_15km,alert_rank
31.8006883,35.1335885,1,1.5,2.0,32133,131
32.25613337782483,34.85974146342029,553,2.0,1.5,32108,132
31.9961433,34.7347887,441,2.0,2.0,32058,133
32.2283347,34.8317268,20,1.5,2.0,30729,134
31.7777713,35.1290912,395,2.0,1.5,29944,135
31.76603588570049,34.66753162396253,4,1.8,1.5,29751,136
31.766750703221966,34.66735341367199,4,1.8,1.5,29751,137
32.270758723096456,34.85071093467269,2,1.5,2.0,29512,138
32.29993264548744,34.89988285693602,4,1.8,1.5,28894,139
31.7496863,34.9761923,38,1.8,1.5,28746,140
32.3065176,34.9382115,562,2.0,1.5,28619,141
32.9444339,35.1633367,70,4.0,1.5,28187,142
32.94653293377821,35.1637672892712,70,4.0,1.5,28187,143
33.01741279122482,35.17648195546076,89,4.0,1.5,26041,144
33.02378596408639,35.25637179158714,89,4.0,1.5,26011,145
32.897280698696775,35.17223182786978,70,4.0,1.5,25775,146
31.702333995514003,34.71374925585459,3,1.8,1.5,25651,147
31.71477938563279,34.82077027289345,6,1.5,1.5,25437,148
32.9784512,35.2722319,854,4.0,1.5,25330,149
32.9124567489812,35.18268055902087,85,4.0,1.5,25185,150
32.912612522695184,35.18273648086207,85,4.0,1.5,25185,151
33.00767852601651,35.145530911557024,70,4.0,1.5,25177,152
33.0051905,35.1451366,70,4.0,1.5,25141,153
33.0026148,35.2869171,89,4.0,1.5,24679,154
32.8932243,35.1837434,805,2.0,1.0,24631,155
33.01555995993626,35.15721540919772,89,4.0,1.5,24609,156
32.311859,34.9985091,57,1.8,2.0,24587,157
32.87690961422053,35.17742322171042,70,4.0,1.5,24316,158
32.320613576707515,34.93117711795052,57,1.8,2.0,24197,159
32.9727234,35.2775471,854,4.0,1.5,23999,160
31.69610321277777,34.69511911919781,3,1.8,1.5,23446,161
32.326531,34.8626822,57,1.8,2.0,22944,162
32.32634886803869,34.86812143519335,2,1.5,2.0,22944,163
33.06229019469994,35.245346361247,899,4.0,1.5,22567,164
33.0001394,35.2995065,864,4.0,1.0,22248,165
32.947283809952545,35.26881288779681,854,4.0,1.5,21644,166
32.84362675020586,35.16382547706033,70,4.0,1.5,20930,167
31.724216684914822,34.6356007950735,4,1.8,1.5,20745,168
32.973515727292266,35.09272055624355,4,4.0,1.5,20547,169
32.8323457886262,35.15542578585334,70,4.0,1.5,20537,170
31.724176677188616,34.96529158781999,38,1.8,1.5,20286,171
32.980358141322895,35.096414908985516,859,4.0,1.5,20113,172
33.0179564,35.1035929,4,4.0,1.5,20012,173
32.970918826961956,35.09275068997199,4,4.0,1.5,19984,174
32.8342306,35.2168686,781,2.0,1.5,19721,175
32.9258305,35.2992486,854,4.0,1.5,19618,176
